ID,Name_lang,Description_lang,Map[0],Map[1],JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
684,Darkmaster Gandling,"Course: Advanced Studies

The recent defeat in Andorhal has put Darkmaster Gandling in the foulest of moods. More than ever, all students of Scholomance are advised to impress him at every turn. Pupils who dissatisfy the headmaster will be removed from class to perform lab work... or become lab work.",0.501091,0.326169,246,1430,5,5795,479,0,2,3
685,Sha of Violence,"Bloodthirsty, ruthless, and savage, the Sha of Violence is unfettered within the Shado-Pan Monastery. Feeding on the Horde and Alliance's brutality, the entity gleefully ravages the monks who struggle to impede the monstrous onslaught.",0.425896,0.292952,312,1305,3,5810,443,0,0,-1
686,Taran Zhu,"The Sha of Hatred has tainted Taran Zhu, the Shado-Pan's pragmatic and mighty leader. Once devoted to protecting his beloved home, Zhu now burns with seething hatred for all life, twisting his perception of everything--and everyone--around him.",0.721245,0.474967,312,1306,4,5827,443,0,0,-1
687,The Spirit Kings,"Ancient records tell of these legendary rulers, powerful mogu who carved an empire from the very rock of Pandaria. Their names still cause the land to tremble: Zian of the Endless Shadow, Meng the Demented, Qiang the Merciless, and Subetai the Swift. Some say their spirits lurk in the vaults, lost in ghostly memories of battle and glory.",0.189445,0.515562,317,1436,4,6714,472,0,0,-1
688,Thalnos the Soulrender,"Thalnos earned repute in the Scarlet Crusade for the brutal torture methods he used to ""purify"" new recruits. Ultimately, the sadistic mage contracted the plague of undeath and arose as a fearsome skeletal being. The vengeful Thalnos now prowls the monastery's graveyard, commanding apparitions and zombified creatures to attack anyone who trespasses on his unholy domain.",0.262048,0.456325,316,1423,1,5862,435,0,0,-1
689,Feng the Accursed,"Long ago, Feng Shri was the Mogu'shan Vaults' caretaker, tasked with preserving the treasures kept within these shadowy halls. After years of faithful service, he was caught stealing from the shelves (although some say he was framed by a jealous underling) and the mogu ruler punished him with a fatal curse. The doomed spirit of Feng Shri has wandered the vaults ever since, communing with the shades of past mogu heroes and warlords.",0.319351,0.328823,317,1390,2,5871,471,0,0,-1
690,Gekkan,"As the mogu clans battle for supremacy, the cunning Gekkan leads his fearsome saurok raiding party into the palace's fabled treasure caches. Loyalty is not usually ascribed to these ruthless reptilian beings, but Gekkan's courage and tactical brilliance inspire a sense of honor in his soldiers.",0.447903,0.759134,321,2129,2,5911,454,0,0,-1
691,Sha of Anger,"The Sha of Anger, the physical manifestation of rage, has escaped from the Shado-pan Monastery in Kun-Lai Summit. Amid the brutal conflicts gripping Pandaria, the dark entity has grown ever more powerful. Recently, the sha has been seen wandering Kun-Lai, using negative energies to corrupt everything the being encounters.",0.544086,0.63205,322,0,1,5937,379,0,0,-1
692,General Pa'valak,"The pragmatic General Pa'valak does not fear the pandaren or their allies, and he does not differentiate between using his own might and that of his mantid armies to defeat his enemies. Victory is the only honor he seeks, and Pa'valak will not tolerate failure should his minions fall short of their goal.",0.553142,0.462788,324,1447,3,5955,457,0,0,-1
693,Vizier Jin'bak,"Vizier Jin'bak roams just beyond the mantid's natural bridge, collecting the tree root's precious sap. Using his vast alchemical knowledge, this formidable being is transforming the substance into weapons and other tools that will help advance the siege on Niuzao Temple.",0.470491,0.521028,324,1465,1,5957,458,0,0,-1
694,Adarogg,Ragefire Chasm's trogg population has rapidly declined in recent months for one reason: Adarogg. This ravenous flame hound was among the first of his kind ripped from the Firelands by dark shaman. Adarogg's handlers feed the unruly beast over twice his weight in trogg flesh per day to keep him appeased.,0.69273,0.650206,226,1443,1,5961,213,0,0,-1
695,Dark Shaman Koranthal,"Koranthal has always believed that brute force is the only way to control Azeroth's elementals. His extreme views led him to join the ranks of the sinister Twilight's Hammer. When the cult fell, the orc and other like-minded shaman secretly infiltrated Ragefire Chasm to continue practicing their dark arts.",0.540467,0.300412,226,1444,2,5963,213,0,0,-1
696,Slagmaw,"Unlike other lava worms enslaved by the dark shaman, Slagmaw has proven to be nearly impossible to control. The beast lives to dig through the depths of the earth, and it cares nothing for the consequences of its actions, or the damage it causes to anyone who stands in its way.",0.40878,0.574074,226,1445,3,5965,213,0,0,-1
697,Lava Guard Gordoth,"Hubris drove the brilliant shaman Gordoth to act as a living conduit for energies pulled from the Firelands. He and his allies had hoped to mimic the creation of elemental ascendants in the Twilight's Hammer cult. Instead, the explosive influx of power drove Gordoth insane and mutated his body into a hideous form.",0.342936,0.816872,226,1446,4,5967,213,0,0,-1
698,Xin the Weaponmaster,"The title of weaponmaster has many definitions among Azeroth's inhabitants. To Xin, it means that mogu weaponry obeys his every command. The king is more than willing to demonstrate his deadly skills to anyone who questions his right to rule Pandaria.",0.402832,0.861004,321,1441,3,5970,455,0,2,3
708,Trial of the King,"Ming the Cunning, Kuai the Brute, and Haiyan the Unstoppable have journeyed to the palace with their clans, vying to prove their worth to their king. Yet these mogu factions are plagued with bitter rivalries. Violence threatens to flood the palatial grounds unless the bickering clans can find a way to test their strength without coming to blows with one another.",0.401895,0.70433,321,1442,0,6015,453,0,0,-1
709,Sha of Fear,"The Sha of Fear is the physical manifestation of terror in Pandaria. Imprisoned by the legendary pandaren emperor Shaohao long ago, the entity has been newly strengthened by rising conflict across the island.",0.308525,0.493234,320,1431,4,6086,456,0,0,-1
713,Garalon,It may be time to reconsider stepping on bugs. Don't make fun of this hulking behemoth's tiny wings; that'll just make him angry.,0.665428,0.167832,330,1463,3,6122,475,0,0,-1
725,Salyis's Warband,"The ruthless saurok roam Pandaria, stealing what they can and harassing the island's other inhabitants. The most infamous of these reptilian pillagers are Chief Salyis and his warband. For years, the saurok commander and his raiders have stormed through the Valley of the Four Winds atop Galleon, a colossal and well-armed mushan that is more a moving fortress than a simple mount.",0.716849,0.644829,322,0,1,6141,376,0,0,-1
726,Elegon,"Dedicated to the advancement of their empire, the mogu salvaged and repurposed titan technology to generate untold power in the depths of this ancient complex. Why these energies have been focused into the cold will of a celestial dragon is a mystery that lies at the very heart of the vaults.",0.207037,0.511502,317,1500,5,6171,473,0,0,-1
727,Wing Leader Ner'onok,"Wing Leader Ner'onok's decisive blows have won a hundred battles. The small gains General Pa'valak has made are nothing compared to the victory Ner'onok believes he could achieve if he were in command. Although his aerial attacks have thus far devastated the temple's guardians, the winged terror still longs for a chance to prove his superiority over the general.",0.576454,0.219215,324,1464,4,6477,457,0,0,-1
728,Blood Guard Porung,"During the bloody siege of Shattrath, Porung stormed an enclave of draenei paladins who had barricaded themselves within a corner of the city. He single-handedly slaughtered the defenders, but suffered a grave injury that left him incapable of following the Horde when it later stormed Azeroth. Now recovered, Porung serves Warchief Kargath Bladefist in Hellfire Citadel, hoping to make up for the glorious battles he has missed and write his name in orcish history with the blood of his enemies.",0.296846,0.146568,259,1935,2,6216,246,0,2,2
729,Lei Shi,"For countless years, this friendly water spirit frolicked in the Fountains of Endless Spring with childlike wonder and glee. When fighting suddenly broke out in this peaceful place, Lei Shi saw the crystal-clear water turn cloudy and murky, and terror fell over her mind.",0.538566,0.493234,320,1506,3,6493,456,0,0,-1
737,Amber-Shaper Un'sok,"Eager to please his empress, Un'sok has produced several innovative concoctions. Yet this brilliant young alchemist's proximity to the mantid queen has allowed the sha's negative energies to take root in his mind. Now, Un'sok's overwhelming fear of failure drives him to create increasingly deadlier weapons.",0.441137,0.736806,330,1499,5,6243,475,0,0,-1
738,Commander Vo'jak,"What Commander Vo'jak lacks in strategic brilliance, he makes up for with raw ferocity. His devastating strikes were crucial to the mantid's exploitation of their insidious bridge, allowing them to infiltrate the island. Yet devising battle plans is for the mantid general; Vo'jak craves only blood.",0.362759,0.761788,324,1502,2,6274,457,0,0,-1
741,Wind Lord Mel'jarak,"Wind Lord Mel'jarak commands the mantid's numerous aerial forces. Although he exudes arrogance, the cunning insectoid is fiercely protective of his soldiers and enjoys fighting at their side. Mel'jarak believes the mantid are superior to all other races, convinced that his kind cannot be defeated.",0.665765,0.328823,330,1498,4,6328,475,0,0,-1
742,Tsulong,"Legends speak of a spiraling, golden serpent that can sometimes be seen high in the sky, basking in the sunlight above the clouds. The few who claim to have observed it themselves say the creature is fiercely protective of the terrace.",0.690121,0.493234,320,1505,2,6310,456,0,0,-1
743,Grand Empress Shek'zeer,"The ancient Klaxxi order has come to a mournful decision: the tainted grand empress Shek'zeer must be deposed. Traditionally, mantid rulers are displaced in their old age by a carefully chosen successor. However, Shek'zeer's intended replacement is still too young and weak to unseat her, leaving the Klaxxi with no choice but to kill the current empress. If action is not taken against her soon, all of Pandaria may crumble before the mantid's ravenous swarms.",0.26793,0.736807,330,1501,6,6336,475,0,0,-1
744,Blade Lord Ta'yak,"Ta'yak is known for his patience and intelligence. In battle, he is a master at discovering his opponent's weaknesses and awaiting the perfect opportunity to strike. Ta'yak's skill with a blade is unmatched, and he cherishes imparting his martial knowledge on young mantid warriors.",0.600812,0.196888,330,1504,2,6345,474,0,0,-1
745,Imperial Vizier Zor'lok,"Zor'lok shrieks his proclamations so they're heard throughout the sprawling mantid palace. He is the Voice of the Empress, and his words alone inspire the insectoid race's warriors to give their lives without question. Unwaveringly loyal, Zor'lok will stop at nothing to defend his beloved matriarch, regardless of the corruption within her.",0.690122,0.744926,330,1507,1,6424,474,0,0,-1
748,Obsidian Sentinel,"The Obsidian Sentinel was responsible for guarding Uldaman's secrets until it was corrupted by an unknown force. Originally crafted from the same stone as the halls of Uldaman itself, this keeper has had the majority of its body replaced with dark glass capable of reflecting spells. Whatever was responsible for the Obsidian Sentinel's transformation must be incredibly potent, for it is not easy to alter the enchanted stone of a titan construct.",0.289425,0.597403,239,1887,4,6448,230,0,0,-1
749,Commander Malor,"Malor and a handful of other courageous warriors risked everything to protect the Scarlet Bastion from being desecrated by the undead. Tragically, they failed. Balnazzar corrupted the fearless commander into one of his servants, transforming the zealot into a mockery of his former self.",0.29932,0.411874,236,476,3,6452,317,0,0,-1
814,"Nalak, The Storm Lord","When Lei Shen discovered a rare clutch of thundering cloud serpents, he was awed, and set to subjugating them. The largest hatchling fiercely resisted, and when Lei Shen visited the handling pens, he laughed mightily at the charred mogu that lined the walls. He took the hatchling for his own, and for its obedience, granted it power over the storms and the sky.  For thousands of years following the death of the Thunder King, Nalak has guarded the walls of his hidden citadel, awaiting his return.",0.605958,0.37335,322,0,3,6860,504,0,0,-1
816,Council of Elders,"The history of the troll tribes -- the Drakkari, the Farraki, the Amani, and the Gurubashi -- is awash with millennia of betrayal and conflict, but the Zandalari's promise of a new, unstoppable empire has finally united these disparate troll leaders.",0.49969,0.191094,362,1570,3,7051,509,0,0,-1
817,Iron Qon,"Legends speak of the brutality of Qon and his quilen champions. The fearless mogu commander was dubbed ""Iron Qon"" by the Thunder King for his unrelenting resolve to claim victory after victory for the empire regardless of the cost.",0.34632,0.589981,362,1559,10,6869,513,0,0,-1
818,Durumu the Forgotten,"Lei Shen commanded his sorcerers to mold an aberration that could peer into the hearts of his followers and detect betrayal. From this decree, Durumu was given life. The clever entity stubbornly obeyed its masters until the Thunder King's death, at which time it disappeared into the citadel's labyrinthine corridors. Only recently has Durumu, all but forgotten by the mogu, emerged from hiding.",0.711193,0.339517,362,1572,7,6879,512,0,0,-1
819,Horridon,"The Zandalari brought powerful creatures with them to the Isle of the Thunder King to use as engines of war. Led by the War-God Jalak, the dinomancers of the Zandalari Beast Ward use ancient tribal magics to strengthen the great beasts and command obedience. The horns of Horridon, the fabled mount of Jalak himself, can tear through the stone walls of a keep as a blade cuts silk.",0.268397,0.787498,362,1575,2,7078,509,0,0,-1
820,Primordius,"Deep within the bowels of Lei Shen's island citadel, mogu flesh-shapers formed the saurok out of a magical substance of unknown origin. When the citadel was abandoned, some experiments languished in the dark pools for far too long....",0.572632,0.782899,362,1574,8,6947,512,0,0,-1
821,Megaera,"Even the most callous among the mogu quaver at the thought of the dark experiments performed at the Thunder King's behest. Long ago, a young cloud serpent was twisted into a multi-headed hydra and left to languish beneath Lei Shen's throne. Now the twisted creature lurks deep in the Forgotten Depths, awaiting the moment it may finally inflict its terrible agony upon others.",0.717377,0.252319,362,1578,5,7006,510,0,0,-1
824,Dark Animus,"During his reign, Lei Shen labored to build a mechanical servant that would defend his citadel without fear. When his first attempt failed, rage took hold of the Thunder King. He poured this negative emotion into his next, and most successful, creation: the Dark Animus. To this day, the ornate construct observes its duty, empowered by the mysterious substance at the heart of all mogu flesh-shaping experiments.",0.426558,0.576073,362,1576,9,7774,512,0,0,-1
825,Tortos,"Over the millennia, small amounts of mogu flesh-shaping magic seeped into the caverns below the Thunder King's citadel. The dark energies warped one of the chamber's native dragon turtles, melding it to the surrounding crystalline walls. Known as Tortos, this amalgamation of flesh and stone has since feasted on the cave's rich mineral deposits and grown to a colossal size.",0.315998,0.820793,362,1565,4,7128,510,0,0,-1
826,Oondasta,"As the war against Lei Shen's island citadel began, Alliance and Horde scouts made an effort to intercept missives between the major Zandalari camps. One such exchange seemed to revolve around an unfamiliar Zandalari word, always surrounded by terms of conquest and power: Oondasta. Somewhere in Pandaria, the Zandalari Beast Ward raises their mighty beasts as engines of war, and is putting the finishing touches on this Loa-infused monstrosity. The exact location, however, remains unknown...",0.49957,0.540567,322,0,4,7146,507,0,0,-1
827,Jin'rokh the Breaker,"When the Thunder King awoke, he rewarded the most loyal and ambitious Zandalari trolls with power beyond their wildest dreams. The berserker Jin'rokh was one of the first to receive the King's blessing, and even though Lei Shen's gifts nearly tore his body apart, the troll is now capable of calling the fury of the storm in battle.",0.594929,0.25603,362,1577,1,7747,508,0,0,-1
828,Ji-Kun,"Mogu flesh-shapers discarded their failed creations in an abyssal shaft beneath Lei Shen's keep. The reek of decay lured many scavengers to the refuse pit, including the great Ji-Kun. Ruthless and cunning, the monstrous bird devoured her rivals one-by-one until she held sole dominion over the shadowy tunnel.",0.493506,0.415584,362,1573,6,7348,511,0,0,-1
829,Twin Consorts,"The Twin Consorts are said to be greatest of the Thunder King's treasures. Rumored to be the only known female mogu in existence, Lei Shen keeps his trophies close and their combined arsenal against interlopers closer.",0.779221,0.382189,362,1560,11,7641,513,0,0,-1
831,Ra-den,"Lei Shen's life changed forever when he stumbled into a dark chamber below what are now the Mogu'shan Vaults. Legend has it he found an ancient titan keeper guarding a miraculous device known as the Engine of Nalak'sha. No one knows what transpired between the two beings, but Lei Shen later emerged from the site bristling with the power to forge an empire. The keeper's fate -- and his current whereabouts -- remain a mystery.",0.522925,0.810408,362,1580,13,7176,515,0,2,12
832,Lei Shen,"Tyrant. Dictator. Conqueror. Emperor. These titles of the Thunder King were earned by bringing absolute misery to every race of Pandaria. Resurrected into a world where his people no longer rule, Lei Shen is bent on ending the farce and bringing the land under his heel once more.",0.507502,0.510046,362,1579,12,7237,514,0,0,-1
833,Commander Kolurg,Commander Kolurg sought dangerous treasures to add to the Horde armories. His anger at his misfortune in the Halls of Stasis will not be eased when he thaws to find Alliance adventurers stealing his thunder.,0.187159,0.506146,281,519,1,7428,129,0,6,2
834,Grand Champions,"The Lich King is relentless, his undead armies pouring forth to overwhelm his foes. To prepare would-be champions against him, Highlord Tirion Fordring presents a test of courage, endurance, and teamwork. His hardened veterans will weed out those who lack the stomach to face the ravening throngs of undead.",0.512295,0.526639,284,2022,2,7536,171,0,8,-1
846,Malkorok,"Malkorok has been Garrosh's most loyal and trusted lieutenant throughout the Pandaria campaign. When the Warchief needed a volunteer to infuse with the power of Y'Shaarj, it was only natural that Malkorok would offer without hesitation.",0.416543,0.423929,369,1595,9,10217,563,0,0,-1
849,The Fallen Protectors,"The Golden Lotus and Shado-Pan guardians of the Vale of Eternal Blossoms were caught in the epicenter of the devastating blast that scarred the Vale, and torn apart by the dark energies. Their spirits linger in the place they once protected, confused and tormented by their failure.",0.258001,0.187593,369,1598,2,7939,556,0,0,-1
850,General Nazgrim,"Once a grunt in service of the former warchief, Thrall, General Nazgrim rose quickly through the ranks after overwhelming victories in Grizzly Hills and the sunken city of Vashj'ir. Fiercely loyal to the Horde and bound by a rigorous code of honor and duty, Nazgrim will hold the line for his warchief until his dying breath.",0.652571,0.735466,369,1603,8,10213,562,0,0,-1
851,Thok the Bloodthirsty,"When the Isle of Giants was discovered off the coast of Pandaria, teeming with primal devilsaurs, Garrosh sent troops to capture some of the most fearsome specimens, hoping to subjugate them and use them as beasts of war. Countless orcish beastmasters have fallen to Thok's jaws as they struggle to tame him, yet the creature's thirst for blood remains unslaked.",0.513048,0.82127,369,1599,11,10234,564,0,0,-1
852,Immerseus,"The ancient inhabitants of Pandaria recognized the vital importance of the lifegiving Pools of Power, building an underground system of aqueducts to safeguard the waters and nurture life in the Vale of Eternal Blossoms. The touch of corruption has animated and twisted these waters, and Immerseus stands as an unnatural embodiment of the Vale's sorrow.",0.41957,0.452599,369,1602,1,8334,557,0,0,-1
853,Paragons of the Klaxxi,"The nine surviving Klaxxi'va Paragons are ancient champions of the mantid who fought alongside the Wakener against the madness of Empress Shek'zeer. But the paragons, as do all mantid, hold a far deeper loyalty. When Garrosh unearthed the heart of Y'Shaarj, the paragons followed the whispers of their ancient master to the iron halls beneath Orgrimmar.",0.683407,0.353028,369,1593,13,10250,566,0,0,-1
856,Kor'kron Dark Shaman,"Haromm and Kardris trained thousands of shaman to whisper reverently to the elements to requisition their aid. The army of Garrosh, however, does not ask - they take what they desire in the name of the True Horde. Dark Shamanism forces the elements into servitude, twisting them into burned-out ash, corrupted waters, and toxic air.",0.475167,0.609457,369,1606,7,10209,560,0,0,-1
857,"Chi-Ji, The Red Crane","The trial of Chi-Ji is a test of hope. Uncertain of the future of his people, Emperor Shaohao sought out the great Red Crane. The Great Crane challenged Shaohao to find the hope within himself, and cast off his uncertainty. Once the Sha of Doubt was vanquished, the Emperor became a beacon of hope for his people. To pass the trial of the Crane, warriors must believe in hope, even in the darkest of days.",0.355468,0.482353,322,0,5,8150,554,0,0,-1
858,"Yu'lon, The Jade Serpent","The trial of Yu'lon is a test of wisdom and faith. With omens of a bleak future floating through his mind, Emperor Shaohao climbed to the summit of Mount Neverest to seek the council of the Jade Serpent. Yu'lon urged Shaohao to cast off the dark emotions that plagued him, and through his trials, Emperor Shaohao would become one with the land. To pass the trial of the Serpent, warriors must be wise in their choices.",0.425436,0.622097,322,0,6,8157,554,0,0,-1
859,"Niuzao, The Black Ox","The trial of Niuzao is a test of bravery and fortitude.  When Emperor Shaohao was overcome with fear, the Black Ox counseled him to face his fears directly. After a protracted battle with the Sha of Fear, the Emperor emerged victorious. To pass the trial of the Ox, warriors must be resolute in the face of overwhelming danger.",0.424861,0.484212,322,0,7,8162,554,0,0,-1
860,"Xuen, The White Tiger","The trial of Xuen is simultaneously a test of strength and a test of restraint. When Xuen gave Emperor Shaohao a 10-foot-pole and asked him to strike one of Xuen's warriors, the Emperor could not land a blow. For without restraint, anger and hatred run wild. To pass the trial of the Tiger, warriors must harness their power, while burying their thoughts of violence.",0.357946,0.627334,322,0,8,8166,554,0,0,-1
861,"Ordos, Fire-God of the Yaungol","Ordos was once a shaman of the Yaungol who sacrificed himself to the flame, following the promises of the Fire Lords, in order to become a demigod. His flesh is eternally seared with fires, putting him in endless agony. Yaungol Fire-Keepers ritualistically set themselves ablaze to emulate the ascension of Ordos, and cast enchantments and prayers to ease his pain.",0.45584,0.307631,322,0,9,8171,554,0,0,-1
864,Iron Juggernaut,"This mechanical terror, designed nearly as much for intimidation as destruction, is the centerpiece of Garrosh's siege weaponry. Crafted in the image of the mighty Kor'kron war scorpion, the Iron Juggernaut guards the gates of Orgrimmar, crushing any who would rise up to challenge Garrosh's True Horde.",0.306253,0.385524,369,1600,6,10205,559,0,0,-1
865,Siegecrafter Blackfuse,"Helix Blackfuse was the only goblin with the combination of engineering prowess, professionalism, and ruthlessness to satisfy Garrosh in his search for the engineer of the True Horde. A mercenary at heart, Blackfuse's love for his creations (and the gold they fetch) has forever linked his fate with that of his patron and Warchief.",0.587888,0.465288,369,1601,12,10221,565,0,0,-1
866,Norushen,"Some say that the mogu race was created in the image of this titanic construct, left deep beneath Pandaria to watch over and guard the continent's darkest and most dangerous secret.",0.54259,0.592319,369,1624,3,10139,558,0,0,-1
867,Sha of Pride,"The seventh sha, the Sha of Pride, was the final burden to which Emperor Shaohao clung, shrouding the land in mist and biding its time for millennia. When Garrosh awakened the Heart of Y'Shaarj, the force of his arrogance caused this dark energy to coalesce in the chamber where the Heart was unearthed.",0.293451,0.669129,369,1604,4,10143,558,0,0,-1
868,Galakras,"Warlord Zaela formed a close bond with Garrosh during events in the Twilight Highlands, and she and her Dragonmaw orcs have pledged loyalty to Garrosh's cause. Riding atop the fearsome Galakras, a direct descendant of the cataclysmic progenitor of all dragonkind, Zaela oversees the naval defense of Orgrimmar.",0.772034,0.296898,369,1622,5,10195,559,0,8,-1
869,Garrosh Hellscream,"Garrosh, son of Grommash Hellscream, first learned of his father's heroism when Thrall encountered the young orc in Outland. The seeds of pride were planted. Garrosh spearheaded Horde victories in Northrend and, as Warchief, consolidated Horde power amidst the chaos of the Cataclysm. But his visions of orc supremacy by any means have brought the armies of the world crashing down upon Orgrimmar... a final reckoning that Garrosh himself awaits with brutal relish.",0.494338,0.713442,369,1623,14,9251,567,0,0,-1
870,Spoils of Pandaria,"When Garrosh gazed across Pandaria, he saw untapped power. During the course of his campaign, Garrosh has plundered weapons, treasures, and artifacts of the pandaren, the mogu, and the mantid. They are kept in a warehouse deep within his underground base, guarded by a mysterious security system that appears to be of Titan origins.",0.527819,0.292467,369,1594,10,8350,564,0,0,-1
881,Galakras,"Warlord Zaela formed a close bond with Garrosh during events in the Twilight Highlands, and she and her Dragonmaw orcs have pledged loyalty to Garrosh's cause. Riding atop the fearsome Galakras, a direct descendant of the cataclysmic progenitor of all dragonkind, Zaela oversees the naval defense of Orgrimmar.",0.772034,0.296898,369,1622,5,10199,559,0,4,-1
887,Roltall,"Roltall is a fearsome elemental conjured by Gug'rokk himself and tethered to the threshold of Gug'rokk's chambers as a final bit of insurance in case of a slave revolt. The fiery creature keeps eternal vigil in its appointed place, calling down molten rock to repel any intruders.",0.491355,0.348,385,1652,3,9735,573,0,0,-1
888,Slave Watcher Crushto,"This cruel ogre taskmaster oversees the mining operation within the sweltering pits beneath Frostfire Ridge. Slaves from across Draenor are delivered to Crushto's care, who views them as expendable and will not hesitate to bludgeon them into submission (or worse) if they step out of line.",0.59025,0.596838,385,1653,2,9276,573,0,0,-1
889,Gug'rokk,"Born in the capital of Highmaul, Gug'rokk was at first disdainful of his assignment as the governor of the Bloodmaul mines deep within Frostfire. Over time, however, he has come to appreciate the merits of operating on the outskirts of the Gorian Empire, with absolute control and minimal oversight.",0.654809,0.227272,385,1654,4,9829,573,0,0,-1
893,Magmolatus,"The ogre geomancers of Frostfire pride themselves on harnessing the elements, but sometimes they overreach. Gog'duh has stoked the flames of his forge to new heights, driving Magmolatus into such a fury that it requires Gog'duh's full concentration to keep the raging slag elemental under control.",0.264822,0.559289,385,1655,1,9256,573,0,0,-1
895,Roogug,"Quilboar society regards the reading of stones and crystals as the highest form of shamanism. Roogug served the Quilboar people for many years, quietly honing his divinative arts. He now serves the Quilboar as the overseer of all geomancers and has amassed a powerful array of crystals with which to dispose of weaker foes. It is only a matter of time before these mystics overrun the Southern Barrens.",0.872328,0.410829,234,438,2,8667,301,0,0,-1
896,Hunter Bonetusk,"If a hunter's accomplishments are measured by the trophies they return with, Bonetusk would be regarded as one of the best. His cunning aim and animalistic instincts brought his hunting and tracking abilities to new heights, and only the strong stand a chance to survive against this veteran hunter.",0.807336,0.51718,234,1656,1,8646,301,0,0,-1
899,Warlord Ramtusk,"The commander of the Razorfen military forces, Warlord Ramtusk is a massive aging Quilboar whose thick hide bears the scars of many battles with centaur, harpies, orcs, and even tauren. In his later years, Ramtusk has embraced the company of Quilboar spirit leaders; Aggem Thorncurse and Death Speaker Jargba guide his thoughts from the spirit realm.",0.574939,0.305955,234,1659,3,8660,301,0,0,-1
900,"Groyat, the Blind Hunter","After years of seclusion, a monstrous creature from deep inside the dark grotto emerged. This gargantuan bat continually feeds on the boar once named Agathelos the Raging, whose dark power was once fueled by continual consumption of bat guano.",0.0893967,0.548399,234,1660,4,8671,301,0,0,-1
901,Charlga Razorflank,"The leader (or ""crone"") of the Razorfen tribes is Charlga Razorflank, a quilboar whose experimental and powerful Geomancy practices are second to none. Her meteoric rise to power and the rapidly increasing violence between quilboar tribesmen can only lead to one thing: war.",0.219597,0.311669,234,1661,5,8682,301,0,0,-1
959,Blackhand,"A ruthless tyrant and fierce warrior, Blackhand is Warlord of the Blackrock clan, second only to Grommash in stature within the Iron Horde. Bathed in sweltering heat that few other mortals could withstand,  Blackhand oversees the operations of his Foundry from atop its Crucible, wielding his smoldering slag hammer to forge weapons of peerless quality.",0.484914,0.345488,457,1704,10,9560,600,0,0,-1
965,Ranjit,"Ranjit has spent a lifetime honing his skill with the bladed chakram, and found that as his mastery of the traditional arakkoa weapon grew, he could shape the wind itself and wield it against his enemies. He now guards access to the inner sanctum of Skyreach, willing to die to protect the seat of arakkoa power atop the Spires.",0.63344,0.385852,476,1698,1,9260,601,0,0,-1
966,Araknath,"The high arakkoa of Skyreach closely observed the civilization of the draenei, taking a keen interest in the towering Vigilants that guard their cities and temples. The arakkoa set out to create their own superior version, powered by solar energy - an unwaveringly obedient engine of destruction.",0.524116,0.612541,476,1699,2,9264,601,0,0,-1
967,Rukhran,"This majestic bird, rumored to be the progeny of the arakkoa sun-god Rukhmar, soars through the skies above the Spires of Arak. Rukhran has an affinity for solar energy, and can absorb the sun's power and unleash it to incinerate any prey.",0.427653,0.819936,476,1700,3,9268,601,0,0,-1
968,High Sage Viryx,"High Sage Viryx has dedicated her rule wholly to harnessing Apexis artifacts in service of Rukhmar's will. At last, thanks to the completion of the massive crystal superweapon that focuses the sun's energy to destroy their enemies, it is time for the arakkoa to claim their rightful place as rulers of Draenor.",0.511254,0.27492,476,1701,4,9272,602,0,0,-1
971,The Butcher,"Born in the fetid Underbelly of Highmaul, this ogre may have once had a proper name, but it is long forgotten. Abused and beaten from his earliest days, the hardship only strengthened his body even as it broke his mind. Now there is not an ogre in Highmaul who will not give him a wide berth as he hacks away at slaughtered carcasses to pass his days.",0.578492,0.55068,477,1706,2,9288,610,0,0,-1
1122,Beastlord Darmac,"As a young orc, Darmac quickly rose through the ranks of the Thunderlord as a gifted trainer of beasts. Where others only saw animal instincts, he recognized intellect and drew forth untapped potential from brain and muscle and bone. When the Iron Horde demanded his service, Darmac saw no greater honor than to outfit and train the most savage beasts Draenor had to offer.",0.663082,0.721774,457,1694,3,9294,599,0,0,-1
1123,Flamebender Ka'graz,"Under the banner of the Iron Horde, Blackhand has enlisted Flamebender Ka'graz of the Burning Blade to imbue the Blackrock-forged armaments with the essence of flame. Along with her assistant Aknor Steelbringer, Ka'graz toils before an everburning forge in support of the Iron Horde's conquest of Draenor.",0.19534,0.768817,457,1689,5,9336,596,0,0,-1
1128,Kargath Bladefist,"Kargath Bladefist, Warlord of the Shattered Hand, honed his brutal skills as a slave in the ogres' gladiatorial games. He slaughtered countless opponents for the promise of freedom, but after winning, was locked away with the other retired ""champions."" Fueled by rage, Kargath tore off his own hand to escape and led a revolt that soaked Draenor in ogre blood. Now, he returns to the arena to teach you the true meaning of savagery.",0.547589,0.576638,477,1721,1,9377,612,0,0,-1
1133,Skylord Tovra,"Before the rise of the Iron Horde, Tovra had never ventured beyond the frigid tundra of Frostfire, where she led groups of Thunderlord trackers to snare and capture the fiercest rylaks on Draenor. Her mastery of rylaks has made Tovra an invaluable asset, and she now commands the aerial forces of the Iron Horde.",0.0864959,0.510542,536,1736,3,9409,609,0,0,-1
